centrality xT U_xT U_xT_uncertainties
0 14.9595213 7.93467667e-06 7.36126548e-07
0 16.71946498 4.87138405e-06 4.52395343e-07
0 18.47940866 3.14746297e-06 2.91365152e-07
0 20.23935234 2.12595316e-06 1.97219654e-07
0 21.99929602 1.46509223e-06 1.36290964e-07
0 23.7592397 1.07853706e-06 1.00860556e-07
0 25.51918339 7.82403177e-07 7.34753992e-08
0 27.27912707 5.78495658e-07 5.46024337e-08
0 29.91904259 3.85452065e-07 3.62910575e-08
0 33.43892995 2.35128768e-07 2.23949328e-08
1 0.19261075 0.654893727 0.0624841801
1 0.22763089 0.714719737 0.0582432485
1 0.26265102 0.757340068 0.0606938437
1 0.29767116 0.782879099 0.0619713096
1 0.3326913 0.796104669 0.0628758986
1 0.39397654 0.788144451 0.0624061832
1 0.48152688 0.75717423 0.0605036124
1 0.56907722 0.778567314 0.0488476423
1 0.65662756 0.719487575 0.0444238907
1 0.7441779 0.653774321 0.0402920197
1 0.83172824 0.590631554 0.0365463877
1 0.91927859 0.524793922 0.032188785
1 1.00682893 0.47139413 0.028978352
1 1.09437927 0.413533299 0.0264102377
1 1.18192961 0.368674157 0.0240776952
1 1.26947995 0.333072913 0.0229302668
1 1.35703029 0.29850401 0.0209640757
1 1.44458063 0.267977405 0.0187441497
1 1.53213098 0.240779995 0.0166792273
1 1.61968132 0.21697397 0.0152508712
1 1.70723166 0.193677896 0.0133917591
1 1.83855717 0.164117297 0.0113356442
1 2.01365785 0.126671107 0.00883602855
1 2.18875854 0.106082336 0.00764102407
1 2.36385922 0.0845358514 0.0061199072
1 2.5389599 0.067566492 0.00485054757
1 2.71406058 0.0539346195 0.00387015297
1 2.88916127 0.0430017583 0.00335808165
1 3.06426195 0.0343139271 0.00263708543
1 3.23936263 0.0277770131 0.00214119951
1 3.41446332 0.0222073484 0.00175135126
1 3.67711434 0.0156086598 0.00116000797
1 4.02731571 0.0101592276 0.000720909153
1 4.37751707 0.00672638379 0.000459794472
1 4.72771844 0.00451410667 0.00030393399
1 5.0779198 0.00305780146 0.000204377479
1 5.42812117 0.00209822212 0.000137759229
1 5.77832254 0.00144200169 9.1096189e-05
1 6.1285239 0.00101231578 6.37050934e-05
1 6.47872527 0.000727779468 4.63733182e-05
1 6.82892663 0.000527032733 3.33173114e-05
1 7.44177902 0.000317981667 2.02549544e-05
1 8.31728244 0.000164179486 1.02298283e-05
1 9.19278585 9.30391879e-05 5.84525184e-06
1 10.06828927 5.67994686e-05 3.52339182e-06
1 10.94379268 3.73023255e-05 2.34698255e-06
1 11.8192961 2.56078539e-05 1.62505878e-06
1 13.13255122 1.58279804e-05 9.98666483e-07
1 14.88355805 9.02116524e-06 5.69306432e-07
1 16.63456487 5.44860304e-06 3.44780952e-07
1 18.3855717 3.53433657e-06 2.24589031e-07
1 20.13657853 2.33118286e-06 1.48882922e-07
1 21.88758536 1.63640513e-06 1.05172746e-07
1 23.63859219 1.17541732e-06 7.61775307e-08
1 25.38959902 8.54065002e-07 5.58535727e-08
1 27.14060585 6.35449237e-07 4.20256382e-08
1 29.76711609 4.28566501e-07 2.81728615e-08
1 33.26912975 2.55945868e-07 1.72948591e-08
2 0.19284712 0.677859986 0.0618462272
2 0.22791024 0.731526874 0.0560536013
2 0.26297335 0.771859351 0.0580407975
2 0.29803647 0.798198928 0.0591932272
2 0.33309958 0.803576592 0.0594389101
2 0.39446003 0.797211194 0.0591541843
2 0.48211781 0.761323521 0.0570812056
2 0.5697756 0.770871617 0.046129308
2 0.65743338 0.711333199 0.0417284073
2 0.74509116 0.645868375 0.0378353237
2 0.83274895 0.581665657 0.0341984045
2 0.92040673 0.51875248 0.0302872224
2 1.00806452 0.465294113 0.0272178166
2 1.0957223 0.409487135 0.0248975356
2 1.18338008 0.366021345 0.0228775823
2 1.27103787 0.32996905 0.0217831626
2 1.35869565 0.296693384 0.0198824946
2 1.44635344 0.266029727 0.017791866
2 1.53401122 0.239124946 0.0159345546
2 1.621669 0.215364453 0.0144505148
2 1.70932679 0.192597181 0.0127951053
2 1.84081346 0.162849922 0.0107371734
2 2.01612903 0.12545321 0.00838656299
2 2.1914446 0.105413182 0.00721603586
2 2.36676017 0.0839299643 0.00579249653
2 2.54207574 0.0671988456 0.00465723919
2 2.7173913 0.0537491991 0.00370113476
2 2.89270687 0.0433867706 0.00322853941
2 3.06802244 0.034631605 0.00256481877
2 3.24333801 0.0280088476 0.0020827765
2 3.41865358 0.0224852188 0.00171786121
2 3.68162693 0.0157346048 0.00112722482
2 4.03225806 0.0103152368 0.000696246248
2 4.3828892 0.00687462957 0.000443878874
2 4.73352034 0.00461985204 0.000294515375
2 5.08415147 0.00315526182 0.000200086731
2 5.43478261 0.00217938049 0.000136722466
2 5.78541374 0.00152478713 9.38258393e-05
2 6.13604488 0.00108579418 6.53736373e-05
2 6.48667602 0.000772682463 4.6764578e-05
2 6.83730715 0.000573379665 3.45422688e-05
2 7.45091164 0.000348631737 2.07775698e-05
2 8.32748948 0.000182857025 1.08645306e-05
2 9.20406732 0.00010412364 6.07854337e-06
2 10.08064516 6.40819956e-05 3.75775885e-06
2 10.957223 4.22344141e-05 2.53873939e-06
2 11.83380084 2.91008425e-05 1.75646898e-06
2 13.1486676 1.7960299e-05 1.09612142e-06
2 14.90182328 1.01209824e-05 6.10119931e-07
2 16.65497896 6.1382189e-06 3.70632304e-07
2 18.40813464 3.91636584e-06 2.37434234e-07
2 20.16129032 2.5925826e-06 1.57698903e-07
2 21.914446 1.7992126e-06 1.0988779e-07
2 23.66760168 1.29563281e-06 8.04377234e-08
2 25.42075736 9.46194426e-07 5.90934434e-08
2 27.17391304 6.90096915e-07 4.34267523e-08
2 29.80364656 4.51685332e-07 2.83256227e-08
2 33.30995792 2.73251161e-07 1.74440414e-08
3 0.19590383 0.712972367 0.0683309197
3 0.23152271 0.759425363 0.0623100593
3 0.26714159 0.79792354 0.0644047116
3 0.30276046 0.817298645 0.0651787178
3 0.33837934 0.823205689 0.0655059115
3 0.40071238 0.807217289 0.0644024222
3 0.48975957 0.766860363 0.0617360357
3 0.57880677 0.754203536 0.0502035283
3 0.66785396 0.69250249 0.0450664884
3 0.75690116 0.626493239 0.0406166555
3 0.84594835 0.562775922 0.036556622
3 0.93499555 0.500948858 0.0323409598
3 1.02404274 0.447911477 0.0289403634
3 1.11308994 0.395858603 0.0263165613
3 1.20213713 0.352146475 0.0240183142
3 1.29118433 0.318350306 0.0229438475
3 1.38023152 0.285152717 0.0207963795
3 1.46927872 0.254892898 0.0185495804
3 1.55832591 0.228114298 0.0165916375
3 1.64737311 0.205171338 0.0148900518
3 1.7364203 0.182984479 0.0131172624
3 1.8699911 0.154851196 0.0110533405
3 2.04808549 0.119385303 0.0085990544
3 2.22617988 0.0998526763 0.00735712195
3 2.40427427 0.0800128836 0.00593938426
3 2.58236866 0.0642371374 0.00482009275
3 2.76046305 0.0509659779 0.00377257024
3 2.93855744 0.0412595228 0.00326160798
3 3.11665183 0.032857343 0.00257577061
3 3.29474622 0.0268156182 0.00210934624
3 3.47284061 0.0216284457 0.00173472386
3 3.73998219 0.015260652 0.00112787341
3 4.09617097 0.0101223111 0.000723849204
3 4.45235975 0.00678798147 0.000464900274
3 4.80854853 0.00456267975 0.000308644796
3 5.16473731 0.00319208796 0.000215480485
3 5.52092609 0.00222742825 0.000149061641
3 5.87711487 0.00157718082 0.000104110434
3 6.23330365 0.00113509763 7.48451395e-05
3 6.58949243 0.000823205689 5.43044653e-05
3 6.94568121 0.00060656681 3.95255016e-05
3 7.56901158 0.000378712422 2.46350963e-05
3 8.45948353 0.000202564362 1.32100722e-05
3 9.34995548 0.000117053989 7.52815186e-06
3 10.24042743 7.28472451e-05 4.71660114e-06
3 11.13089938 4.64774119e-05 3.09417573e-06
3 12.02137133 3.21193563e-05 2.11893083e-06
3 13.35707925 1.97366163e-05 1.30688113e-06
3 15.13802315 1.10091553e-05 7.39096848e-07
3 16.91896705 6.61171527e-06 4.44626091e-07
3 18.69991095 4.20833586e-06 2.81783229e-07
3 20.48085485 2.7989151e-06 1.88062953e-07
3 22.26179875 1.90372223e-06 1.285162e-07
3 24.04274265 1.34530964e-06 9.17992871e-08
3 25.82368655 9.67573851e-07 6.6479168e-08
3 27.60463045 7.15476954e-07 4.95611509e-08
3 30.2760463 4.72799823e-07 3.26192459e-08
3 33.83793411 2.86554656e-07 2.01544131e-08
4 0.19909502 0.733737387 0.0695099037
4 0.23529412 0.777097817 0.0627473266
4 0.27149321 0.812910627 0.0645347155
4 0.30769231 0.830202828 0.0650903025
4 0.3438914 0.832163556 0.0650957452
4 0.40723982 0.813536643 0.0638018434
4 0.49773756 0.76657367 0.0606817396
4 0.58823529 0.743694576 0.0503344555
4 0.67873303 0.680703245 0.0451036626
4 0.76923077 0.612550239 0.0404831327
4 0.85972851 0.548153326 0.0362781782
4 0.95022624 0.487630623 0.0321274376
4 1.04072398 0.434572858 0.0286670532
4 1.13122172 0.38412546 0.025918421
4 1.22171946 0.340292565 0.0236594685
4 1.31221719 0.308602007 0.022729246
4 1.40271493 0.266529043 0.0200302083
4 1.49321267 0.245398067 0.0183574463
4 1.58371041 0.220085781 0.0164042059
4 1.67420814 0.195883787 0.0147313966
4 1.76470588 0.175815856 0.012983239
4 1.90045249 0.147751464 0.0108241216
4 2.08144796 0.11259538 0.00837907568
4 2.26244344 0.0953338892 0.0073122769
4 2.44343891 0.0755269957 0.00579927398
4 2.62443439 0.0608156319 0.00469644265
4 2.80542986 0.048409895 0.00359986303
4 2.98642534 0.0392216414 0.00310699723
4 3.16742081 0.0315169264 0.00247430433
4 3.34841629 0.0253831559 0.00200217764
4 3.52941176 0.0207152065 0.00165399313
4 3.80090498 0.0144550517 0.00104482003
4 4.16289593 0.00963674053 0.000675648953
4 4.52488688 0.00650182038 0.000444531488
4 4.88687783 0.00447364835 0.000303228733
4 5.24886878 0.00310680851 0.000210167041
4 5.61085973 0.00219093606 0.000147869979
4 5.97285068 0.0015570068 0.000104073153
4 6.33484163 0.00113762367 7.59494075e-05
4 6.69683258 0.000829529566 5.53468982e-05
4 7.05882353 0.000625377651 4.13945022e-05
4 7.69230769 0.000395003955 2.61036755e-05
4 8.59728507 0.000215455629 1.42117397e-05
4 9.50226244 0.00012684491 8.27829734e-06
4 10.40723982 7.82566594e-05 5.15017692e-06
4 11.31221719 5.08879714e-05 3.43364041e-06
4 12.21719457 3.50474175e-05 2.34278232e-06
4 13.57466063 2.14309903e-05 1.44655716e-06
4 15.38461538 1.19167361e-05 8.11174323e-07
4 17.19457014 7.1398837e-06 4.87120762e-07
4 19.00452489 4.51168174e-06 3.06787294e-07
4 20.81447964 2.90920023e-06 1.98784249e-07
4 22.62443439 1.98021688e-06 1.36138418e-07
4 24.43438914 1.42778775e-06 9.9373681e-08
4 26.24434389 1.00228622e-06 7.04392982e-08
4 28.05429864 7.3852109e-07 5.24667497e-08
4 30.76923077 4.79988509e-07 3.39339373e-08
4 34.38914027 2.82616459e-07 2.05463609e-08
5 0.2041195 0.76050563 0.0734172646
5 0.24123214 0.802269414 0.066475073
5 0.27834478 0.834778932 0.0680627221
5 0.31545741 0.853103482 0.0687367973
5 0.35257005 0.845946605 0.0680156674
5 0.41751716 0.81746628 0.0658652449
5 0.51029876 0.763486129 0.0620626451
5 0.60308035 0.73088462 0.0524402047
5 0.69586194 0.663510621 0.0466717281
5 0.78864353 0.593726465 0.0416439456
5 0.88142513 0.527953105 0.037088332
5 0.97420672 0.467460012 0.0327719104
5 1.06698831 0.415154092 0.0290887877
5 1.1597699 0.36514794 0.0260039166
5 1.25255149 0.321893906 0.0236060513
5 1.34533309 0.2902491 0.0227789764
5 1.43811468 0.258125943 0.0205732971
5 1.53089627 0.229976785 0.0181334841
5 1.62367786 0.205636042 0.0163265143
5 1.71645945 0.183793767 0.0147271274
5 1.80924105 0.162667179 0.0128697783
5 1.94841343 0.135923639 0.0106571065
5 2.13397662 0.103399402 0.00827011836
5 2.3195398 0.0873451828 0.00708153634
5 2.50510299 0.0701484388 0.00579273264
5 2.69066617 0.0554667208 0.00454308898
5 2.87622936 0.0446798897 0.00356774502
5 3.06179254 0.0358579803 0.00299508468
5 3.24735572 0.0287765351 0.0024001731
5 3.43291891 0.0233030876 0.00193681774
5 3.61848209 0.0185453279 0.00157030864
5 3.89682687 0.0134061747 0.0010508144
5 4.26795324 0.00905207023 0.000683824223
5 4.63907961 0.0061438758 0.000449142601
5 5.01020598 0.00426487348 0.000310497593
5 5.38133234 0.00302079106 0.000217561005
5 5.75245871 0.00213620836 0.000151466329
5 6.12358508 0.00155977615 0.000111077653
5 6.49471145 0.00113650847 8.00288301e-05
5 6.86583782 0.000853342658 6.03363408e-05
5 7.23696419 0.00064172722 4.55869202e-05
5 7.88643533 0.000414583749 2.90371876e-05
5 8.81425125 0.000226499536 1.56578648e-05
5 9.74206717 0.000137467243 9.50374255e-06
5 10.6698831 8.61805804e-05 6.0369428e-06
5 11.59769902 5.49791701e-05 3.89518537e-06
5 12.52551494 3.81761463e-05 2.68795861e-06
5 13.91723882 2.34429135e-05 1.65250261e-06
5 15.77287066 1.295726e-05 9.1773529e-07
5 17.62850251 7.74396228e-06 5.50181676e-07
5 19.48413435 4.8401834e-06 3.47634415e-07
5 21.33976619 3.16024898e-06 2.28407764e-07
5 23.19539803 2.07218282e-06 1.51126047e-07
5 25.05102988 1.46971724e-06 1.07987212e-07
5 26.90666172 1.04074614e-06 7.74465136e-08
5 28.76229356 7.57653918e-07 5.72993599e-08
5 31.54574132 5.13657748e-07 3.85240407e-08
5 35.25700501 3.0055206e-07 2.34100499e-08
6 0.21097046 0.794286514 0.0802641847
6 0.24932873 0.834532476 0.0734664413
6 0.287687 0.859423431 0.0745824956
6 0.32604526 0.865029228 0.0742867478
6 0.36440353 0.859941358 0.0737090758
6 0.43153049 0.82892668 0.0711570177
6 0.52742616 0.761718055 0.0659005375
6 0.62332183 0.716841218 0.0544694743
6 0.71921749 0.642808145 0.0479182401
6 0.81511316 0.572309162 0.0425424257
6 0.91100882 0.504948206 0.0375967369
6 1.00690449 0.443375844 0.0329478426
6 1.10280015 0.39076057 0.0290142401
6 1.19869582 0.343111301 0.0257593788
6 1.29459148 0.299663332 0.0231553207
6 1.39048715 0.267067454 0.0219702935
6 1.48638282 0.238255488 0.0203354857
6 1.58227848 0.211975271 0.017732594
6 1.67817415 0.186898471 0.0155839546
6 1.77406981 0.167131946 0.0139634005
6 1.86996548 0.14714911 0.0123566838
6 2.01380898 0.122626797 0.010183471
6 2.20560031 0.0920599731 0.0077281128
6 2.39739164 0.0777255861 0.00655606456
6 2.58918297 0.062596029 0.00543763117
6 2.7809743 0.0499037747 0.0042480364
6 2.97276563 0.0393929064 0.00334779119
6 3.16455696 0.0318403144 0.00280197699
6 3.35634829 0.0256925227 0.00227478404
6 3.54813962 0.0208575233 0.00183236131
6 3.73993096 0.0169560109 0.00150716362
6 4.02761795 0.0123348848 0.000983766912
6 4.41120061 0.00826976838 0.000650928997
6 4.79478328 0.00566307304 0.000438368679
6 5.17836594 0.0039715849 0.000304939841
6 5.5619486 0.00281493239 0.00021402171
6 5.94553126 0.00201906163 0.00015154933
6 6.32911392 0.00149251283 0.000112576777
6 6.71269659 0.00110092967 8.20471772e-05
6 7.09627925 0.000832765432 6.26449179e-05
6 7.47986191 0.000643661201 4.85470835e-05
6 8.15113157 0.000415864789 3.09469396e-05
6 9.11008822 0.000232936075 1.72212879e-05
6 10.06904488 0.00013804883 1.02098823e-05
6 11.02800153 8.88914795e-05 6.7410926e-06
6 11.98695819 5.67008029e-05 4.2859416e-06
6 12.94591484 3.90577773e-05 2.94286861e-06
6 14.38434983 2.394193e-05 1.80422817e-06
6 16.30226314 1.31142123e-05 9.92619216e-07
6 18.22017645 7.55076405e-06 5.74185737e-07
6 20.13808976 4.73781197e-06 3.64665062e-07
6 22.05600307 3.13467605e-06 2.43489819e-07
6 23.97391638 2.0457501e-06 1.61010237e-07
6 25.89182969 1.39553865e-06 1.11386048e-07
6 27.809743 9.78333341e-07 7.96353067e-08
6 29.72765631 7.19644116e-07 5.98810842e-08
6 32.60452628 4.67962136e-07 3.85362017e-08
6 36.4403529 2.79013284e-07 2.42355927e-08
7 0.21645022 0.805212632 0.0801890807
7 0.2558048 0.854819635 0.0737139188
7 0.29515939 0.882112069 0.0749326725
7 0.33451397 0.881253817 0.074036735
7 0.37386856 0.86923828 0.0728772098
7 0.44273908 0.826325647 0.0693143668
7 0.54112554 0.761956699 0.0644424179
7 0.639512 0.699018172 0.0553198452
7 0.73789847 0.62492236 0.04902665
7 0.83628493 0.552966458 0.0433121336
7 0.93467139 0.481765819 0.0379804657
7 1.03305785 0.421070191 0.0331052421
7 1.13144431 0.368459304 0.0290521004
7 1.22983078 0.323778671 0.0257540032
7 1.32821724 0.280757327 0.0229111674
7 1.4266037 0.253939793 0.0237694926
7 1.52499016 0.226927721 0.0211682757
7 1.62337662 0.198759869 0.0187825672
7 1.72176309 0.176176381 0.0165302975
7 1.82014955 0.155303677 0.0151953411
7 1.91853601 0.137217433 0.0128892525
7 2.0661157 0.112350993 0.0105002139
7 2.26288863 0.085962585 0.00804528672
7 2.45966155 0.0711262576 0.00682322075
7 2.65643447 0.0569931252 0.00558040202
7 2.8532074 0.0455858032 0.00442508474
7 3.04998032 0.0363767523 0.0034574471
7 3.24675325 0.0292006159 0.00287126274
7 3.44352617 0.0233421833 0.00225732444
7 3.64029909 0.0191310236 0.00192031438
7 3.83707202 0.0155051923 0.00154820298
7 4.1322314 0.0115000133 0.00103494767
7 4.52577725 0.00770768093 0.000698413779
7 4.9193231 0.00535944447 0.000460862554
7 5.31286895 0.00377184873 0.000315652704
7 5.7064148 0.00267357143 0.000220342442
7 6.09996065 0.00197237901 0.000164012003
7 6.49350649 0.00145262121 0.000118946918
7 6.88705234 0.00109741905 8.72567163e-05
7 7.28059819 0.00081865859 6.74479363e-05
7 7.67414404 0.000652157577 5.3452659e-05
7 8.36284927 0.00041192694 3.25053018e-05
7 9.34671389 0.000243692256 1.89702425e-05
7 10.33057851 0.000141136787 1.07847659e-05
7 11.31444313 9.27370592e-05 7.40535087e-06
7 12.29830775 5.88532448e-05 4.60495022e-06
7 13.28217237 4.03973799e-05 3.13684197e-06
7 14.7579693 2.45288606e-05 1.91602005e-06
7 16.72569854 1.31289768e-05 1.03122917e-06
7 18.69342778 7.53488606e-06 5.96844152e-07
7 20.66115702 4.66391653e-06 3.72100732e-07
7 22.62888627 2.93224877e-06 2.38034916e-07
7 24.59661551 1.97684193e-06 1.64120832e-07
7 26.56434475 1.37509239e-06 1.28459548e-07
7 28.53207399 9.7852245e-07 9.38365529e-08
7 30.49980323 7.28828147e-07 7.19658868e-08
7 33.45139709 4.60298059e-07 4.49385282e-08
7 37.38685557 2.3884599e-07 2.54526007e-08
8 0.22339561 0.82845798 0.0838077125
8 0.264013 0.874367282 0.0768094568
8 0.30463038 0.887442044 0.0767974442
8 0.34524777 0.908182135 0.0777439424
8 0.38586515 0.875737357 0.0748071687
8 0.45694557 0.831753245 0.0709276097
8 0.55848903 0.760533001 0.0653780031
8 0.66003249 0.693363924 0.0558030087
8 0.76157595 0.596584706 0.0503416024
8 0.86311942 0.529888069 0.0422420722
8 0.96466288 0.465978825 0.0373819312
8 1.06620634 0.402223123 0.0321904937
8 1.1677498 0.349770535 0.0280799483
8 1.26929326 0.304345483 0.0246240334
8 1.37083672 0.264814114 0.0219738803
8 1.47238018 0.238487426 0.0221375193
8 1.57392364 0.206526899 0.0199195039
8 1.6754671 0.180708083 0.0174134166
8 1.77701056 0.161338067 0.0153765233
8 1.87855402 0.140881439 0.0139368089
8 1.98009748 0.124546846 0.0120073352
8 2.13241267 0.101459912 0.00965773656
8 2.33549959 0.0754107824 0.00711490047
8 2.53858652 0.0645446755 0.00636535679
8 2.74167344 0.0513766073 0.00503723449
8 2.94476036 0.0416101031 0.00413019376
8 3.14784728 0.032802651 0.00314721384
8 3.3509342 0.0255022806 0.00258740747
8 3.55402112 0.0207353668 0.00213872358
8 3.75710804 0.0170184495 0.00170145127
8 3.96019496 0.0137751528 0.00141271301
8 4.26482535 0.0101409124 0.00092978966
8 4.67099919 0.00701997755 0.00065036772
8 5.07717303 0.00494939362 0.000435427534
8 5.48334687 0.00352924068 0.000302029159
8 5.88952071 0.00254290525 0.000215828178
8 6.29569456 0.00186448223 0.000159426143
8 6.7018684 0.00137834205 0.000116433833
8 7.10804224 0.00104974861 8.67130355e-05
8 7.51421608 0.000817615495 7.07484588e-05
8 7.92038993 0.000627789331 5.41875276e-05
8 8.63119415 0.000408766409 3.36796855e-05
8 9.64662876 0.000230007138 1.89168399e-05
8 10.66206336 0.000140751518 1.15375857e-05
8 11.67749797 8.94764855e-05 7.82902418e-06
8 12.69293258 5.84572934e-05 4.83959866e-06
8 13.70836718 3.9487669e-05 3.25519019e-06
8 15.23151909 2.37873255e-05 1.96781417e-06
8 17.2623883 1.25598024e-05 1.05141362e-06
8 19.29325751 7.28040979e-06 6.19051174e-07
8 21.32412673 4.60096954e-06 3.98166141e-07
8 23.35499594 2.84089643e-06 2.5382673e-07
8 25.38586515 1.79798638e-06 1.67954709e-07
8 27.41673436 1.30688558e-06 1.37105688e-07
8 29.44760357 8.24997361e-07 9.21730816e-08
8 31.47847279 5.6943125e-07 6.75379363e-08
8 34.5247766 3.67215361e-07 4.26744703e-08
8 38.58651503 2.06479655e-07 2.73286373e-08
9 0.23036649 0.809759197 0.0798588203
9 0.27225131 0.847965052 0.0713921729
9 0.31413613 0.867726701 0.0717879039
9 0.35602094 0.882101471 0.0720804897
9 0.39790576 0.877124464 0.071468522
9 0.47120419 0.852151594 0.0688474192
9 0.57591623 0.762331239 0.0621650644
9 0.68062827 0.698332771 0.0528954787
9 0.78534031 0.610298283 0.0458424268
9 0.89005236 0.520917075 0.0390595987
9 0.9947644 0.449862968 0.0339964043
9 1.09947644 0.387767474 0.0292583835
9 1.20418848 0.330531882 0.0250474905
9 1.30890052 0.291845892 0.0223126898
9 1.41361257 0.250501594 0.0197113911
9 1.51832461 0.222317091 0.0200993494
9 1.62303665 0.196378096 0.0180175179
9 1.72774869 0.170644037 0.0159703427
9 1.83246073 0.15198904 0.0144296983
9 1.93717277 0.132247885 0.0123722603
9 2.04188482 0.116634718 0.0115839667
9 2.19895288 0.0900135806 0.0083285736
9 2.40837696 0.0655911097 0.00598914538
9 2.61780105 0.0593083691 0.00580941197
9 2.82722513 0.0457387032 0.00475134732
9 3.03664921 0.0362531116 0.00372694752
9 3.2460733 0.02760395 0.00302363713
9 3.45549738 0.0216938994 0.00235870882
9 3.66492147 0.0184327882 0.00197809082
9 3.87434555 0.0144523529 0.00152122935
9 4.08376963 0.0116974326 0.00116982004
9 4.39790576 0.00876597486 0.000783364908
9 4.81675393 0.00622916462 0.000559514147
9 5.23560209 0.00434053648 0.000373469028
9 5.65445026 0.00304212293 0.000256095035
9 6.07329843 0.00221069911 0.000186464373
9 6.4921466 0.00162543225 0.000138552052
9 6.91099476 0.00122296796 0.000104414022
9 7.32984293 0.000932603464 7.94067821e-05
9 7.7486911 0.000708403893 6.31311934e-05
9 8.16753927 0.000546738964 5.03224019e-05
9 8.90052356 0.000375266401 3.16190706e-05
9 9.94764398 0.000210515727 1.81530062e-05
9 10.9947644 0.000125288857 1.15515152e-05
9 12.04188482 7.9476962e-05 8.12449422e-06
9 13.08900524 5.18721337e-05 4.57110195e-06
9 14.13612565 3.5181591e-05 3.08232273e-06
9 15.70680628 2.08627391e-05 1.87862026e-06
9 17.80104712 1.10594972e-05 1.00664461e-06
9 19.89528796 6.173832e-06 5.85595858e-07
9 21.9895288 3.8334672e-06 3.81336723e-07
9 24.08376963 2.36870448e-06 2.53629785e-07
9 26.17801047 1.48622241e-06 1.73526793e-07
9 28.27225131 1.05644313e-06 1.41140838e-07
9 30.36649215 6.77985592e-07 1.0008431e-07
9 32.46073298 4.61485745e-07 7.63606617e-08
9 35.60209424 3.48214899e-07 5.43633093e-08
9 39.79057592 1.5332405e-07 3.15868776e-08
