#: table_doi: 10.17182/hepdata.61925.v1/t9
#: name: Table 9
#: description: pT-differential invariant yield of pion+ and pion- for centrality 70-80%.

#: data_file: Table_9.yaml
#: keyword reactions: PB PB --> PI+ X | PB PB --> PI- X
#: keyword observables: DN/DPT
#: keyword phrases: Inclusive | Differential Distribution | Transverse Momentum Dependence
#: keyword cmenergies: 2760.0
#: CENTRALITY [pct],,,70.0-80.0
#: RE,,,PB PB --> PI+ X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
1.95,1.9,2.0,0.03182,0.00067,-0.00067,0.00215,-0.00215,6.7%,-6.7%
2.05,2.0,2.1,0.02445,0.00056,-0.00056,0.0017,-0.0017,6.7%,-6.7%
2.1500000000000004,2.1,2.2,0.01903,0.00049,-0.00049,0.00136,-0.00136,6.7%,-6.7%
2.25,2.2,2.3,0.0147,0.0004,-0.0004,0.00109,-0.00109,6.7%,-6.7%
2.3499999999999996,2.3,2.4,0.01156,0.00034,-0.00034,0.00089,-0.00089,6.7%,-6.7%
2.45,2.4,2.5,0.009077,0.000337,-0.000337,0.000723,-0.000723,6.7%,-6.7%
2.55,2.5,2.6,0.007345,0.00029,-0.00029,0.00061,-0.00061,6.7%,-6.7%
2.6500000000000004,2.6,2.7,0.006237,0.00029,-0.00029,0.00054,-0.00054,6.7%,-6.7%
2.75,2.7,2.8,0.004638,0.000198,-0.000198,0.00042,-0.00042,6.7%,-6.7%
2.8499999999999996,2.8,2.9,0.003858,0.000177,-0.000177,0.000365,-0.000365,6.7%,-6.7%
2.95,2.9,3.0,0.00344,0.00019,-0.00019,0.000341,-0.000341,6.7%,-6.7%

#: CENTRALITY [pct],,,70.0-80.0
#: RE,,,PB PB --> PI- X
#: SQRT(S)/NUCLEON [GeV],,,2760.0
#: YRAP,,,-0.5-0.5
PT [GEV],PT [GEV] LOW,PT [GEV] HIGH,(1/Nev)*(1/(2*PI*PT))*D2(N)/DPT/DYRAP [GEV**-2],stat +,stat -,sys +,sys -,"sys,normalization uncertainty +","sys,normalization uncertainty -"
0.11,0.1,0.12,45.84,0.67,-0.67,4.38,-4.38,6.7%,-6.7%
0.13,0.12,0.14,39.28,0.4,-0.4,3.36,-3.36,6.7%,-6.7%
0.15000000000000002,0.14,0.16,34.38,0.31,-0.31,2.92,-2.92,6.7%,-6.7%
0.16999999999999998,0.16,0.18,30.59,0.26,-0.26,2.59,-2.59,6.7%,-6.7%
0.19,0.18,0.2,27.71,0.23,-0.23,2.36,-2.36,6.7%,-6.7%
0.225,0.2,0.25,21.62,0.15,-0.15,1.32,-1.32,6.7%,-6.7%
0.275,0.25,0.3,15.93,0.11,-0.11,0.97,-0.97,6.7%,-6.7%
0.32499999999999996,0.3,0.35,11.88,0.08,-0.08,0.75,-0.75,6.7%,-6.7%
0.375,0.35,0.4,8.934,0.068,-0.068,0.551,-0.551,6.7%,-6.7%
0.42500000000000004,0.4,0.45,6.923,0.057,-0.057,0.407,-0.407,6.7%,-6.7%
0.475,0.45,0.5,5.281,0.047,-0.047,0.315,-0.315,6.7%,-6.7%
0.525,0.5,0.55,4.081,0.031,-0.031,0.184,-0.184,6.7%,-6.7%
0.575,0.55,0.6,3.236,0.027,-0.027,0.145,-0.145,6.7%,-6.7%
0.625,0.6,0.65,2.569,0.028,-0.028,0.128,-0.128,6.7%,-6.7%
0.675,0.65,0.7,2.097,0.024,-0.024,0.107,-0.107,6.7%,-6.7%
0.725,0.7,0.75,1.657,0.02,-0.02,0.081,-0.081,6.7%,-6.7%
0.775,0.75,0.8,1.347,0.018,-0.018,0.066,-0.066,6.7%,-6.7%
0.825,0.8,0.85,1.088,0.016,-0.016,0.063,-0.063,6.7%,-6.7%
0.875,0.85,0.9,0.9127,0.0144,-0.0144,0.0443,-0.0443,6.7%,-6.7%
0.925,0.9,0.95,0.7464,0.0127,-0.0127,0.0372,-0.0372,6.7%,-6.7%
0.975,0.95,1.0,0.6347,0.0117,-0.0117,0.0344,-0.0344,6.7%,-6.7%
1.05,1.0,1.1,0.4781,0.007,-0.007,0.0234,-0.0234,6.7%,-6.7%
1.15,1.1,1.2,0.3423,0.0058,-0.0058,0.0166,-0.0166,6.7%,-6.7%
1.25,1.2,1.3,0.2428,0.0022,-0.0022,0.0146,-0.0146,6.7%,-6.7%
1.35,1.3,1.4,0.1779,0.0018,-0.0018,0.0108,-0.0108,6.7%,-6.7%
1.45,1.4,1.5,0.1296,0.0015,-0.0015,0.0079,-0.0079,6.7%,-6.7%
1.55,1.5,1.6,0.09567,0.00124,-0.00124,0.00591,-0.00591,6.7%,-6.7%
1.65,1.6,1.7,0.07222,0.00107,-0.00107,0.00453,-0.00453,6.7%,-6.7%
1.75,1.7,1.8,0.05317,0.00084,-0.00084,0.0034,-0.0034,6.7%,-6.7%
1.85,1.8,1.9,0.04083,0.00074,-0.00074,0.00267,-0.00267,6.7%,-6.7%
1.95,1.9,2.0,0.03147,0.00066,-0.00066,0.00211,-0.00211,6.7%,-6.7%
2.05,2.0,2.1,0.02353,0.00052,-0.00052,0.00162,-0.00162,6.7%,-6.7%
2.1500000000000004,2.1,2.2,0.01891,0.00049,-0.00049,0.00134,-0.00134,6.7%,-6.7%
2.25,2.2,2.3,0.01464,0.00038,-0.00038,0.00107,-0.00107,6.7%,-6.7%
2.3499999999999996,2.3,2.4,0.01152,0.00032,-0.00032,0.00088,-0.00088,6.7%,-6.7%
2.45,2.4,2.5,0.009421,0.000349,-0.000349,0.000745,-0.000745,6.7%,-6.7%
2.55,2.5,2.6,0.007515,0.000306,-0.000306,0.000619,-0.000619,6.7%,-6.7%
2.6500000000000004,2.6,2.7,0.005783,0.000269,-0.000269,0.000496,-0.000496,6.7%,-6.7%
2.75,2.7,2.8,0.004776,0.000221,-0.000221,0.000428,-0.000428,6.7%,-6.7%
2.8499999999999996,2.8,2.9,0.004038,0.000179,-0.000179,0.000379,-0.000379,6.7%,-6.7%
2.95,2.9,3.0,0.00344,0.000185,-0.000185,0.000338,-0.000338,6.7%,-6.7%

